id,equipment_id,sensor_id,alert_type,severity,title,description,confidence,suggested_action,status,created_at,resolved_at,site_id,correlation_group,related_alert_count,tenant_id,i18n,dedup_key,occurrence_count,first_seen_at,last_seen_at,escalated_from,suppressed,suppression_reason,detection_metadata,correlation_id,correlation_role
1955,73,,Multi-Signal Correlation,HIGH,Yokogawa VT-306泵维护警报,检测到多信号相关性异常，信号'vel_composite'与'vel_composite_nde'的相关系数为r=-0.033。平均值分别为16.4与15.0，健康指数为74.0。请注意，这种信号偏差可能会影响设备的整体性能。,0.82,建议立即检查泵的振动和轴承状态，并进行必要的维护。请参考ISO 10816标准进行评估。,RESOLVED,2025-08-27 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""A multi-signal correlation anomaly has been detected. The correlation coefficient between 'vel_composite' and 'vel_composite_nde' is r=-0.033, with average values of 16.4 and 15.0 respectively, and a health index of 74.0. This signal divergence may impact the overall performance of the equipment."", ""suggested_action"": ""It is recommended to immediately check the pump's vibration and bearing condition and perform necessary maintenance. Please refer to ISO 10816 standards for evaluation.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンス警告"", ""description"": ""多信号相関に異常が検出されました。信号'vel_composite'と'vel_composite_nde'の相関係数はr=-0.033です。平均値はそれぞれ16.4と15.0で、健康指数は74.0です。この信号の偏差は、設備の全体的な性能に影響を与える可能性があります。"", ""suggested_action"": ""ポンプの振動とベアリングの状態を直ちに確認し、必要なメンテナンスを行ってください。ISO 10816基準に従って評価することをお勧めします。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵維護警報"", ""description"": ""檢測到多信號相關性異常，信號'vel_composite'與'vel_composite_nde'的相關係數為r=-0.033。平均值分別為16.4與15.0，健康指數為74.0。請注意，這種信號偏差可能會影響設備的整體性能。"", ""suggested_action"": ""建議立即檢查泵的振動和軸承狀態，並進行必要的維護。請參考ISO 10816標準進行評估。""}}",73:SIGNAL_DIVERGENCE:2025-08-27,1,2025-08-27 08:00:00,2025-08-27 08:00:00,,f,,,,
1956,73,,Multi-Signal Correlation,HIGH,Yokogawa VT-306泵维护警报,检测到多信号相关性异常，信号'vel_composite'与'vel_composite_nde'的偏差为r=0.192，平均值分别为8.0与8.6。健康指数为83.4，表明设备可能存在潜在问题。请根据ISO 10816标准检查振动和轴承状态。,0.82,建议立即进行详细检查，并考虑调整或更换相关部件。,RESOLVED,2025-09-01 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""A multi-signal correlation anomaly has been detected. The divergence between 'vel_composite' and 'vel_composite_nde' is r=0.192, with average values of 8.0 and 8.6 respectively. The health index is 83.4, indicating potential issues with the equipment. Please check vibration and bearing conditions according to ISO 10816 standards."", ""suggested_action"": ""It is recommended to perform a detailed inspection immediately and consider adjusting or replacing relevant components.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプメンテナンス警報"", ""description"": ""多信号相関異常が検出されました。信号'vel_composite'と'vel_composite_nde'の偏差はr=0.192で、平均値はそれぞれ8.0と8.6です。健康指数は83.4であり、設備に潜在的な問題がある可能性があります。ISO 10816に基づいて振動とベアリングの状態を確認してください。"", ""suggested_action"": ""詳細な点検を直ちに行い、関連部品の調整または交換を検討してください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵維護警報"", ""description"": ""檢測到多信號相關性異常，信號'vel_composite'與'vel_composite_nde'的偏差為r=0.192，平均值分別為8.0與8.6。健康指數為83.4，顯示設備可能存在潛在問題。請根據ISO 10816標準檢查振動和軸承狀態。"", ""suggested_action"": ""建議立即進行詳細檢查，並考慮調整或更換相關部件。""}}",73:SIGNAL_DIVERGENCE:2025-09-01,1,2025-09-01 08:00:00,2025-09-01 08:00:00,,f,,,,
1957,73,,Multi-Signal Correlation,HIGH,Yokogawa VT-306泵维护警报,检测到多信号相关性偏差，信号'vel_composite'与'vel_composite_nde'的相关系数为0.218，平均值分别为7.9与8.6。健康指数为84.9，表明设备状态异常。请根据ISO 10816标准评估设备的振动水平。,0.82,建议立即检查泵的轴承和振动情况，以防止潜在故障。,RESOLVED,2025-09-02 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""A multi-signal correlation divergence has been detected. The correlation coefficient between 'vel_composite' and 'vel_composite_nde' is 0.218, with average values of 7.9 and 8.6 respectively. The health index is 84.9, indicating an abnormal equipment condition. Please assess the vibration levels according to ISO 10816 standards."", ""suggested_action"": ""It is recommended to immediately check the pump's bearings and vibration status to prevent potential failures.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプメンテナンスアラート"", ""description"": ""多信号相関の偏差が検出されました。信号'vel_composite'と'vel_composite_nde'の相関係数は0.218で、平均値はそれぞれ7.9と8.6です。健康指数は84.9であり、設備の状態に異常があります。ISO 10816に基づいて振動レベルを評価してください。"", ""suggested_action"": ""ポンプのベアリングと振動状態を直ちに確認することをお勧めします。潜在的な故障を防ぐために。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵維護警報"", ""description"": ""檢測到多信號相關性偏差，信號'vel_composite'與'vel_composite_nde'的相關係數為0.218，平均值分別為7.9與8.6。健康指數為84.9，顯示設備狀態異常。請根據ISO 10816標準評估設備的振動水平。"", ""suggested_action"": ""建議立即檢查泵的軸承和振動情況，以防止潛在故障。""}}",73:SIGNAL_DIVERGENCE:2025-09-02,1,2025-09-02 08:00:00,2025-09-02 08:00:00,,f,,,,
2010,73,,STATISTICAL_ANOMALY,HIGH,Yokogawa VT-306 Pump — 统计学异常检测,"统计学异常检测: {""rule"": ""OFFLINE_DETECTED"", ""severity"": ""HIGH"", ""algorithm"": ""STATISTICAL_ANOMALY"", ""msg"": ""Equipment intermittent (near-zero vibration 33% of readings)"", ""confidence"": 0.9}",0.9,请安排检查维护,RESOLVED,2025-12-02 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump — Statistical Anomaly Detected"", ""description"": ""Statistical Anomaly Detected: {\""rule\"": \""OFFLINE_DETECTED\"", \""severity\"": \""HIGH\"", \""algorithm\"": \""STATISTICAL_ANOMALY\"", \""msg\"": \""Equipment intermittent (near-zero vibration 33% of readings)\"", \""confidence\"": 0.9}"", ""suggested_action"": ""Schedule inspection and maintenance""}, ""ja"": {""title"": ""Yokogawa VT-306 Pump — 統計的異常検出"", ""description"": ""統計的異常検出: {\""rule\"": \""OFFLINE_DETECTED\"", \""severity\"": \""HIGH\"", \""algorithm\"": \""STATISTICAL_ANOMALY\"", \""msg\"": \""Equipment intermittent (near-zero vibration 33% of readings)\"", \""confidence\"": 0.9}"", ""suggested_action"": ""点検・メンテナンスを手配してください""}, ""zh-TW"": {""title"": ""Yokogawa VT-306 Pump — Statistical Anomaly Detected"", ""description"": ""Statistical Anomaly Detected: {\""rule\"": \""OFFLINE_DETECTED\"", \""severity\"": \""HIGH\"", \""algorithm\"": \""STATISTICAL_ANOMALY\"", \""msg\"": \""Equipment intermittent (near-zero vibration 33% of readings)\"", \""confidence\"": 0.9}"", ""suggested_action"": ""請安排檢查維護""}}",73:OFFLINE_DETECTED:2025-12-02,1,2025-12-02 08:00:00,2025-12-02 08:00:00,,f,,,,
2011,73,,STATISTICAL_ANOMALY,HIGH,Yokogawa VT-306泵设备维护警报,检测到Yokogawa VT-306泵的振动数据异常。根据统计算法，31%的读数显示设备处于间歇性状态，振动接近零，表明可能存在轴承或其他关键部件的故障。请参考ISO 10816标准进行进一步分析。,0.9,建议立即检查设备的振动和健康指数，必要时进行维护或更换部件。,RESOLVED,2025-12-03 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""An anomaly has been detected in the vibration data of the Yokogawa VT-306 pump. According to the statistical algorithm, 31% of the readings indicate the equipment is in an intermittent state with near-zero vibration, suggesting potential failure of bearings or other critical components. Please refer to ISO 10816 standards for further analysis."", ""suggested_action"": ""It is recommended to immediately check the equipment's vibration and health index, and perform maintenance or replace components as necessary.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンス警報"", ""description"": ""Yokogawa VT-306ポンプの振動データに異常が検出されました。統計的アルゴリズムに基づき、31%の測定値が近接ゼロの振動を示しており、ベアリングや他の重要な部品に故障の可能性があります。ISO 10816標準に従って、さらなる分析を行ってください。"", ""suggested_action"": ""設備の振動と健康指数を直ちに確認し、必要に応じてメンテナンスまたは部品の交換を行うことをお勧めします。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵設備維護警報"", ""description"": ""檢測到Yokogawa VT-306泵的振動數據異常。根據統計算法，31%的讀數顯示設備處於間歇性狀態，振動接近零，這可能表示軸承或其他關鍵部件的故障。請參考ISO 10816標準進行進一步分析。"", ""suggested_action"": ""建議立即檢查設備的振動和健康指數，必要時進行維護或更換部件。""}}",73:OFFLINE_DETECTED:2025-12-03,1,2025-12-03 08:00:00,2025-12-03 08:00:00,,f,,,,
2012,73,,STATISTICAL_ANOMALY,HIGH,Yokogawa VT-306泵设备维护警报,检测到Yokogawa VT-306泵的振动数据异常，35%的读数接近零振动，表明设备可能存在间歇性故障。根据ISO 10816标准，建议对设备进行详细检查以评估其健康指数和轴承状态。,0.9,请立即安排专业人员进行现场检查和维护。确保设备在安全状态下运行。,RESOLVED,2025-12-05 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""A statistical anomaly has been detected in the Yokogawa VT-306 pump's vibration data, with 35% of readings showing near-zero vibration, indicating potential intermittent failure. According to ISO 10816 standards, a detailed inspection is recommended to assess the equipment's health index and bearing condition."", ""suggested_action"": ""Please arrange for a qualified technician to conduct an on-site inspection and maintenance immediately. Ensure the equipment operates in a safe condition.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンス警告"", ""description"": ""Yokogawa VT-306ポンプの振動データに異常が検出されました。35%の読み取り値がほぼゼロ振動であり、機器に間欠的な故障が発生している可能性があります。ISO 10816に基づき、機器の健康指数とベアリングの状態を評価するための詳細な点検を推奨します。"", ""suggested_action"": ""専門の技術者による現地点検とメンテナンスを直ちに手配してください。機器が安全な状態で運転されるようにしてください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵設備維護警報"", ""description"": ""檢測到Yokogawa VT-306泵的振動數據異常，35%的讀數接近零振動，顯示設備可能存在間歇性故障。根據ISO 10816標準，建議對設備進行詳細檢查以評估其健康指數和軸承狀態。"", ""suggested_action"": ""請立即安排專業人員進行現場檢查和維護。確保設備在安全狀態下運行。""}}",73:OFFLINE_DETECTED:2025-12-05,1,2025-12-05 08:00:00,2025-12-05 08:00:00,,f,,,,
1745,73,,Multi-Signal Correlation,HIGH,高严重性警报：Yokogawa VT-306泵,检测到多信号相关性问题。速度复合与温度之间的耦合系数为r=-0.746，健康指数为88.9，表明设备可能存在潜在故障。请注意，信号的相关性较高，置信度为0.75。,0.75,建议立即检查泵的振动和温度传感器，确保其正常工作。,RESOLVED,2025-01-11 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""High Severity Alert: Yokogawa VT-306 Pump"", ""description"": ""A multi-signal correlation issue has been detected. The coupling coefficient between velocity composite and temperature is r=-0.746, with a health index of 88.9, indicating potential equipment failure. The correlation is significant, with a confidence level of 0.75."", ""suggested_action"": ""It is recommended to immediately check the pump's vibration and temperature sensors to ensure they are functioning properly.""}, ""ja"": {""title"": ""高重要度警告：Yokogawa VT-306ポンプ"", ""description"": ""多信号相関性の問題が検出されました。速度複合と温度の間の相関係数はr=-0.746で、健康指数は88.9です。信号の相関性が高く、信頼度は0.75です。"", ""suggested_action"": ""ポンプの振動および温度センサーを直ちに確認し、正常に機能していることを確認してください。""}, ""zh-TW"": {""title"": ""高嚴重性警報：Yokogawa VT-306泵"", ""description"": ""檢測到多信號相關性問題。速度複合與溫度之間的耦合係數為r=-0.746，健康指數為88.9，顯示設備可能存在潛在故障。請注意，信號的相關性較高，置信度為0.75。"", ""suggested_action"": ""建議立即檢查泵的振動和溫度傳感器，以確保其正常運作。""}}",73:SIGNAL_COUPLING:2025-01-11,1,2025-01-11 08:00:00,2025-01-11 08:00:00,,f,,,,
1746,73,,Multi-Signal Correlation,HIGH,高严重性维护警报：Yokogawa VT-306泵,检测到Yokogawa VT-306泵的多信号耦合异常，速度复合与温度的耦合系数为r=0.909，表明存在潜在的设备健康问题。建议根据ISO 10816标准进行进一步的振动和温度监测，以确保设备的正常运行。,0.91,请立即检查泵的振动和温度传感器，并进行必要的维护。,RESOLVED,2025-01-12 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""High Severity Maintenance Alert: Yokogawa VT-306 Pump"", ""description"": ""An anomaly has been detected in the Yokogawa VT-306 pump regarding multi-signal correlation, with a coupling coefficient of r=0.909 between velocity composite and temperature, indicating potential health issues. Further vibration and temperature monitoring should be conducted in accordance with ISO 10816 standards to ensure proper operation."", ""suggested_action"": ""Please check the pump's vibration and temperature sensors immediately and perform necessary maintenance.""}, ""ja"": {""title"": ""高重要度メンテナンスアラート：Yokogawa VT-306ポンプ"", ""description"": ""Yokogawa VT-306ポンプにおいて、多信号相関の異常が検出されました。速度複合と温度の相関係数はr=0.909であり、設備の健康状態に潜在的な問題があることを示しています。ISO 10816に基づき、さらなる振動および温度の監視を推奨します。"", ""suggested_action"": ""ポンプの振動および温度センサーを直ちに確認し、必要なメンテナンスを行ってください。""}, ""zh-TW"": {""title"": ""高嚴重性維護警報：Yokogawa VT-306泵"", ""description"": ""檢測到Yokogawa VT-306泵的多信號耦合異常，速度複合與溫度的耦合係數為r=0.909，顯示設備健康狀況可能存在問題。建議根據ISO 10816標準進行進一步的振動和溫度監測，以確保設備的正常運行。"", ""suggested_action"": ""請立即檢查泵的振動和溫度傳感器，並進行必要的維護。""}}",73:SIGNAL_COUPLING:2025-01-12,1,2025-01-12 08:00:00,2025-01-12 08:00:00,,f,,,,
1747,73,,Multi-Signal Correlation,HIGH,高严重性维护警报：Yokogawa VT-306泵,检测到Yokogawa VT-306泵的多信号相关性异常。根据传感器数据，速度复合与温度之间的耦合系数为r=0.886，超出正常范围（HI=75.0）。请注意，这可能影响设备的健康指数和整体性能。,0.89,建议立即检查泵的振动和轴承状态，并根据ISO 10816标准进行评估。,RESOLVED,2025-01-19 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""High Severity Maintenance Alert: Yokogawa VT-306 Pump"", ""description"": ""An anomaly in multi-signal correlation has been detected for the Yokogawa VT-306 pump. Sensor data indicates a coupling coefficient of r=0.886 between velocity composite and temperature, exceeding the normal threshold (HI=75.0). This may impact the equipment's health index and overall performance."", ""suggested_action"": ""It is recommended to immediately check the pump's vibration and bearing condition, and assess according to ISO 10816 standards.""}, ""ja"": {""title"": ""高重要度メンテナンスアラート：Yokogawa VT-306ポンプ"", ""description"": ""Yokogawa VT-306ポンプにおいて、多信号相関の異常が検出されました。センサーデータによると、速度複合と温度の間の結合係数はr=0.886であり、正常範囲（HI=75.0）を超えています。これは、設備の健康指数や全体的な性能に影響を与える可能性があります。"", ""suggested_action"": ""ポンプの振動およびベアリングの状態を直ちに確認し、ISO 10816規格に基づいて評価することをお勧めします。""}, ""zh-TW"": {""title"": ""高嚴重性維護警報：Yokogawa VT-306泵"", ""description"": ""檢測到Yokogawa VT-306泵的多信號相關性異常。根據傳感器數據，速度複合與溫度之間的耦合係數為r=0.886，超出正常範圍（HI=75.0）。請注意，這可能影響設備的健康指數和整體性能。"", ""suggested_action"": ""建議立即檢查泵的振動和軸承狀態，並根據ISO 10816標準進行評估。""}}",73:SIGNAL_COUPLING:2025-01-19,1,2025-01-19 08:00:00,2025-01-19 08:00:00,,f,,,,
1748,73,,Multi-Signal Correlation,HIGH,Yokogawa VT-306泵维护警报,检测到多信号相关性异常，速度复合与温度之间的耦合系数为r=0.965，健康指数HI=64.3。该情况表明泵的运行状态可能存在问题，需立即关注。建议根据ISO 10816标准进行进一步的振动分析和维护。,0.93,请尽快检查泵的轴承和振动情况，并采取必要的维护措施。,RESOLVED,2025-04-10 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""A multi-signal correlation anomaly has been detected, with a coupling coefficient of r=0.965 between velocity composite and temperature, and a health index HI=64.3. This situation indicates potential issues with the pump's operating condition and requires immediate attention. Further vibration analysis and maintenance should be conducted in accordance with ISO 10816 standards."", ""suggested_action"": ""Please promptly check the pump's bearings and vibration status, and take necessary maintenance actions.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプメンテナンスアラート"", ""description"": ""多信号相関に異常が検出されました。速度複合と温度の間の結合係数はr=0.965、健康指数HI=64.3です。この状況はポンプの運転状態に問題がある可能性を示しており、直ちに注意が必要です。ISO 10816に基づいてさらなる振動分析とメンテナンスを行うことをお勧めします。"", ""suggested_action"": ""ポンプのベアリングと振動状態を速やかに確認し、必要なメンテナンスを実施してください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵維護警報"", ""description"": ""檢測到多信號相關性異常，速度複合與溫度之間的耦合係數為r=0.965，健康指數HI=64.3。該情況顯示泵的運行狀態可能存在問題，需立即關注。建議根據ISO 10816標準進行進一步的振動分析和維護。"", ""suggested_action"": ""請儘快檢查泵的軸承和振動情況，並採取必要的維護措施。""}}",73:SIGNAL_COUPLING:2025-04-10,1,2025-04-10 08:00:00,2025-04-10 08:00:00,,f,,,,
1749,73,,STATISTICAL_ANOMALY,HIGH,Yokogawa VT-306泵设备维护警报,检测到Yokogawa VT-306泵设备处于离线状态，86%的读数显示近零振动。根据统计异常算法，置信度为0.9，表明设备健康指数严重下降。请立即检查设备的轴承和振动状态，以确保符合ISO 10816标准。,0.9,建议立即进行设备检查和维护，以防止进一步故障。,RESOLVED,2025-04-12 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""The Yokogawa VT-306 pump has been detected as offline, with 86% of readings showing near-zero vibration. The statistical anomaly algorithm indicates a high confidence level of 0.9, suggesting a significant decline in equipment health. Immediate inspection of the bearings and vibration status is recommended to comply with ISO standards."", ""suggested_action"": ""It is advised to perform immediate equipment inspection and maintenance to prevent further failures.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンス警告"", ""description"": ""Yokogawa VT-306ポンプがオフライン状態であることが検出されました。86%の読み取り値が近ゼロ振動を示しており、統計的異常アルゴリズムに基づく信頼度は0.9です。ISO 10816基準に従って、ベアリングと振動状態を直ちに確認してください。"", ""suggested_action"": ""さらなる故障を防ぐために、すぐに設備の点検とメンテナンスを行うことをお勧めします。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵設備維護警報"", ""description"": ""檢測到Yokogawa VT-306泵設備處於離線狀態，86%的讀數顯示近零振動。根據統計異常算法，置信度為0.9，顯示設備健康指數嚴重下降。請立即檢查設備的軸承和振動狀態，以確保符合ISO 10816標準。"", ""suggested_action"": ""建議立即進行設備檢查和維護，以防止進一步故障。""}}",73:OFFLINE_DETECTED:2025-04-12,1,2025-04-12 08:00:00,2025-04-12 08:00:00,,f,,,,
